tweet,Mind reading,Labelling,Fortune telling,Overgeneralising,Emotional Reasoning,Personalising,Shoulds and Musts,words count,polarity,subjectivity,Depressed
standing at the bottom of a well looking up with no ladder to get out,0.755,0.644,0.675,0.634,0.57,0.709,0.857,15,0.0,0.0,1
never knowing when will be okay and when it will be completely debilitating,0.634,0.555,0.425,0.419,0.443,0.538,0.659,13,0.3,0.45,1
excessive drinking and sleeping because reality sucks,0.537,0.572,0.547,0.605,0.478,0.549,0.697,7,-0.275,0.65,1
this hollywood actress,0.804,0.766,0.782,0.896,0.835,0.802,0.855,3,0.0,0.0,1
people constantly mistaking my lethargy for an attitude thus deeming me unapproachable intimidating,0.381,0.459,0.538,0.551,0.322,0.557,0.547,13,0.0,0.3333333333333333,1
i wanna tear my face off and wear an happy smiley face on it forever so i do not bother people with my sadness anymore,0.627,0.841,0.576,0.683,0.664,0.763,0.669,25,0.8,1.0,1
depression affects people in many ways and it is usually not obvious tells those stories,0.513,0.635,0.674,0.641,0.541,0.661,0.59,15,0.25,0.5,1
janine rippers journey read s story on,0.894,0.933,0.779,0.837,0.985,0.754,0.729,7,0.0,0.0,1
have survived,0.816,0.74,0.571,0.687,0.882,0.613,0.46,2,0.0,0.0,1
panic attacks at 1am me not asking for help bc am sure i deserve to feel awful,0.496,0.548,0.553,0.503,0.431,0.473,0.656,17,-0.25,0.9444444444444444,1
trying to make others happy but losing my happiness,0.433,0.622,0.439,0.688,0.49,0.588,0.559,9,0.75,0.6,1
sarcasm and anger tears and swollen eyes hollow nothingness where my heart used to be,0.548,0.621,0.653,0.543,0.537,0.554,0.747,15,-0.39999999999999997,0.125,1
waking up at 2 pm and want it to be more late,0.876,0.849,0.752,0.811,0.841,0.656,0.866,12,0.1,0.55,1
talking about fiction all time because i have no real interesting life of my own,0.663,0.762,0.604,0.681,0.595,0.666,0.707,15,0.21666666666666667,0.6666666666666666,1
feeling like a youtuber is my best friend,0.828,0.842,0.793,0.949,0.899,0.784,0.868,8,1.0,0.3,1
this buffy something to sing about do not give me songs give me something to sing about,0.756,0.791,0.652,0.77,0.717,0.796,0.712,17,0.0,0.0,1
twitter users share what to raise mental health awareness via,0.926,1,0.928,0.933,0.896,0.861,0.89,10,-0.1,0.2,1
viral hashtag sheds light on what photo getty imagesdepression affects an estimated,0.884,0.86,0.858,0.823,0.854,0.867,0.924,12,0.4,0.7,1
tag is the best mental illness is nothing to be ashamed of,0.679,0.723,0.807,0.79,0.773,0.706,0.632,12,0.45,0.25,1
being scared to reach out to others because how can you make others happy when you can not even make yourself happy,0.407,0.666,0.57,0.638,0.548,0.594,0.536,22,0.8,1.0,1
fear because am afraid of burdening others with problems in my head that i do not even understand,0.439,0.628,0.526,0.544,0.322,0.611,0.398,18,-0.6,0.9,1
real madrid winning the champions league saturday,1,1,0.838,1,0.932,0.805,0.824,7,0.35,0.525,1
depression is a widespread and sometimes fatal condition affecting an estimated 350 million people globally,0.689,0.685,0.711,0.7,0.588,0.595,0.898,15,0.0,0.0,1
my mind constantly reminding me that my dreams are not worth it,0.448,0.579,0.485,0.415,0.409,0.552,0.47,12,-0.075,0.21666666666666667,1
wanting people to care enough to ask me what is wrong but not feeling secure enough to talk about it,0.396,0.688,0.685,0.583,0.495,0.697,0.457,20,-0.024999999999999994,0.625,1
fighting against needing to mourn the person life before my accident and accepting a new me trajectory in life,0.658,0.854,0.64,0.752,0.74,0.688,0.562,19,0.13636363636363635,0.45454545454545453,1
a voice that sounds like my family and friends saying that will never be good enough and that will succeed,0.582,0.745,0.526,0.589,0.646,0.646,0.646,20,0.35,0.55,1
holding everything in because i fear being dismissed,0.541,0.718,0.524,0.543,0.456,0.688,0.424,8,0.0,0.0,1
trying to run to the light at the end of the tunnel when someone decided to install a treadmill,0.907,0.962,0.784,0.938,0.892,0.849,0.832,19,0.4,0.7,1
unseen sludge brown sucking drowning can not will not please help meds wait hope reprieve relapse repeat,0.687,0.789,0.712,0.728,0.693,0.783,0.714,17,0.0,0.0,1
viewing life as an end game,0.552,0.557,0.489,0.523,0.7,0.754,0.664,6,-0.4,0.4,1
seeing the emptiness in emptiness,0.546,0.405,0.585,0.369,0.492,0.637,0.8,5,0.0,0.0,1
reaching out for love and seeing it vanish in front of you,0.633,0.731,0.561,0.639,0.695,0.737,0.714,12,0.5,0.6,1
happiness,0.846,0.713,0.754,0.894,0.891,0.594,0.66,1,0.7,0.2,1
i know this tag is days old but here wearing sunglasses indoors so people will not see the tears ask me what is wrong,0.608,0.775,0.785,0.597,0.639,0.745,0.551,24,-0.2,0.55,1
me smiling and joking while feeling like nothing is worth it or ok and never will be again including myself,0.551,0.695,0.459,0.703,0.675,0.714,0.695,20,0.4,0.3,1
paying 53 38 out of pocket on medication the pharmaceutical industry loooves banking on our,0.959,1,0.991,1,0.966,0.955,0.898,15,0.0,0.0,1
demystifies a silent disease,0.579,0.582,0.719,0.612,0.813,0.755,0.731,4,0.0,0.1,1
so much anxiety and stress that i choose to sleep or avoid my problems work which then makes it a bigger problem,0.521,0.679,0.586,0.608,0.379,0.609,0.566,22,0.1,0.35,1
love the tag talking about mental health is so important,0.752,0.804,0.816,0.879,0.712,0.735,0.677,10,0.26666666666666666,0.6,1
keeping a smile on my face while feeling like am dying on the inside,0.645,0.678,0.66,0.69,0.692,0.721,0.617,14,0.3,0.1,1
feeling worthless every day and slowly believing it more and more each day,0.494,0.579,0.659,0.568,0.579,0.536,0.813,13,-0.025000000000000022,0.575,1
like an old abandoned house,0.639,0.64,0.64,0.65,0.674,0.797,0.831,5,0.1,0.2,1
a liar that is telling me no one cares that am unwanted and alone,0.473,0.565,0.51,0.586,0.514,0.572,0.691,14,0.0,0.0,1
being forced to socialize and getting blamed for not doing so which makes u feel more guilty,0.443,0.574,0.536,0.615,0.382,0.516,0.564,17,-0.10000000000000002,0.5666666666666667,1
please follow it is painful provoking and powerful,0.6,0.535,0.655,0.465,0.422,0.597,0.591,8,-0.19999999999999998,0.95,1
never wanting to get close to others and would rather be alone in my room,0.437,0.706,0.491,0.538,0.363,0.613,0.565,15,0.0,0.0,1
oh ur probably on ur period you you will get over it as soon as it ends,0.669,0.795,0.595,0.566,0.8,0.72,0.501,17,0.0,0.0,1
never having the courage to talk to others first,0.552,0.697,0.616,0.53,0.61,0.602,0.615,9,0.25,0.3333333333333333,1
tonight me awake next to sleeping husband telling myself that tomorrow can be better i do not think am listening,0.758,0.857,0.624,0.817,0.465,0.673,0.717,20,0.25,0.25,1
nothing you will not see me because i make myself invisible i never leave my room,0.706,0.559,0.602,0.477,0.754,0.672,0.646,16,0.0,0.0,1
is no single night that i dont cried thankful to god for being there helping me to fight for it,0.736,0.839,0.537,0.828,0.737,0.692,0.6,20,0.03571428571428571,0.21428571428571427,1
a brick wall outside my door i do not have the energy to climb it so i just stay behind,0.635,0.697,0.643,0.616,0.476,0.712,0.593,20,-0.2,0.375,1
trying to look happy so you do not worry other people but really you want someone to worry and talk about it with,0.509,0.786,0.666,0.751,0.584,0.816,0.425,23,0.2916666666666667,0.525,1
a tug of war with only me on both sides trending,0.71,0.819,0.703,0.569,0.762,0.733,0.74,11,0.0,1.0,1
not being able to sleep because am over analyzing the day and sleeping in because its hard to face the world,0.421,0.715,0.65,0.654,0.468,0.57,0.563,21,0.10416666666666666,0.5833333333333333,1
i never really have fun people talk about having fun i can not relate seems like 2 much work 2 try 2 have fun,0.631,0.799,0.68,0.75,0.68,0.711,0.766,24,0.2,0.2,1
thanks twitter for being here for me during my darkest days,0.756,0.837,0.738,0.82,0.71,0.691,0.756,11,0.2,0.2,1
self sabotage and not letting anyone in to help me figure my problems out,0.481,0.652,0.647,0.636,0.539,0.558,0.726,14,0.0,0.0,1
powerful and way too familiar posts,0.777,0.692,0.756,0.671,0.622,0.512,0.576,6,0.3375,0.75,1
being up at night feeling like there is no value in existing,0.646,0.701,0.68,0.68,0.521,0.585,0.596,12,0.0,0.0,1
talking about what and the importance of breaking the stigma associated with mental illness,0.651,0.726,0.821,0.697,0.683,0.764,0.62,14,-0.1,0.2,1
a huge black cloud drowning sinking hopeless demons pulling me under whispering just give up no one loves you,0.655,0.769,0.64,0.619,0.544,0.619,0.858,19,0.11666666666666671,0.6666666666666667,1
the blog features hundreds of courageous stories,0.827,0.821,0.754,0.75,0.745,0.612,0.749,7,0.0,0.0,1
being told by a psychiatrist that there is nothing more they can do to help and so you fear institutionalization,0.465,0.795,0.645,0.671,0.616,0.661,0.694,20,0.5,0.5,1
my fake half hearted smiles to just get through the day and the tears that stain my pillow at night,0.603,0.756,0.624,0.748,0.636,0.729,0.695,20,-0.3333333333333333,0.5833333333333334,1
am all of a sudden drowning in the pain of the past and the fear of the future even if the present was going well,0.525,0.544,0.385,0.412,0.379,0.463,0.644,25,-0.0625,0.21875,1
being confused about taking important decisions when you finally do you ruin everything just avoiding them unfair,0.454,0.482,0.478,0.548,0.525,0.587,0.533,17,-0.125,0.925,1
invisibility it is an absence of energy enthusiasm continual exhaustion it is claw through the dark find a smile,0.653,0.658,0.652,0.65,0.617,0.731,0.757,19,0.04583333333333333,0.16666666666666666,1
fake smiles and fake happiness sometimes it is easier to pretend you are fine then to say how you actually feel,0.54,0.674,0.601,0.883,0.723,0.834,0.591,21,0.023333333333333327,0.56,1
the tag is so important pls read,0.695,0.726,0.833,0.71,0.582,0.697,0.622,7,0.4,1.0,1
not brushing your teeth for days because you have no motivation to do even the simplest things,0.54,0.705,0.594,0.608,0.601,0.516,0.695,17,0.0,0.0,1
being constantly dehydrated because i can not even get out of bed to get a glass of water,0.73,0.806,0.613,0.69,0.598,0.643,0.782,18,0.0,0.3333333333333333,1
eating even when am not hungry to fill the whole i feel inside,0.747,0.767,0.747,0.808,0.796,0.749,0.773,13,0.2,0.4,1
wanting to talk to someone so i can feel better but not even wanting to tweet this because i hate sharing,0.301,0.702,0.627,0.537,0.477,0.55,0.522,21,-0.15000000000000002,0.7,1
when x man cyclops had his glasses off huge amounts of emotional energy but no focus whatsoever,0.696,0.725,0.802,0.706,0.797,0.792,0.71,17,0.20000000000000004,0.775,1
me slowly withering socially as my body breaks down,0.51,0.567,0.638,0.504,0.636,0.631,0.716,9,-0.14074074074074075,0.2518518518518518,1
not being able to relate to people and not having the energy to explain why,0.456,0.658,0.696,0.711,0.629,0.68,0.593,15,0.5,0.625,1
drastically lowering the bar for accomplishments bc i can do so little,0.615,0.574,0.676,0.548,0.694,0.681,0.773,12,-0.1875,0.5,1
insomnia,0.692,0.631,0.698,0.734,0.67,0.761,0.796,1,0.0,0.0,1
here i m having it in threesome again anxiety and depression are fucking me so hard,0.608,0.692,0.628,0.624,0.584,0.553,0.735,16,-0.2916666666666667,0.5416666666666666,1
debating whether to talk about my depression or not for fear it will me less approachable,0.41,0.695,0.473,0.622,0.433,0.636,0.571,16,-0.16666666666666666,0.06666666666666667,1
not eating as regularly or as well as i should until i get too hungry and realize that that is not serving me,0.561,0.782,0.646,0.643,0.633,0.514,0.664,23,0.0,0.07692307692307693,1
being able to function during the day but not during the evening,0.733,0.738,0.783,0.664,0.789,0.764,0.733,12,0.5,0.625,1
painted on smiles rehearsing the am fine daily hiding the cuts and my shame,0.64,0.804,0.6,0.723,0.625,0.748,0.713,14,0.20833333333333334,0.25,1
nothing if you see me in person but becomes clear in my tweets and is clear to friends,0.75,0.885,0.708,0.777,0.809,0.741,0.685,18,0.10000000000000002,0.3833333333333333,1
not being gentle with myself judging myself and holding myself to standards i set for myself when i was well,0.551,0.759,0.706,0.696,0.599,0.675,0.515,20,0.2,0.8,1
success in many areas of my life but self sabotage in others like not getting enough sleep,0.592,0.644,0.599,0.52,0.543,0.608,0.58,17,0.26666666666666666,0.3333333333333333,1
debating whether to talk about my depression or not for fear it will me less approachable,0.41,0.695,0.473,0.622,0.433,0.636,0.571,16,-0.16666666666666666,0.06666666666666667,1
insomnia,0.692,0.631,0.698,0.734,0.67,0.761,0.796,1,0.0,0.0,1
debating whether to talk about my depression or not for fear it will me less approachable,0.41,0.695,0.473,0.622,0.433,0.636,0.571,16,-0.16666666666666666,0.06666666666666667,1
being able to function during the day but not during the evening,0.733,0.738,0.783,0.664,0.789,0.764,0.733,12,0.5,0.625,1
not eating as regularly or as well as i should until i get too hungry and realize that that is not serving me,0.561,0.782,0.646,0.643,0.633,0.514,0.664,23,0.0,0.07692307692307693,1
a smile and false excitement because am trying to pretend i do not feel the hopeless view on life in that moment,0.53,0.677,0.506,0.825,0.635,0.709,0.563,22,-0.050000000000000044,0.35,1
staying in my retail job that does not make me happy because i do not think am good enough to do what i love,0.531,0.758,0.614,0.756,0.567,0.611,0.573,24,0.5,0.675,1
constant exhaustion to the point of not being able to get out of bed for days love hate relationship with darkness,0.658,0.734,0.51,0.608,0.491,0.493,0.808,21,0.04999999999999999,0.6145833333333333,1
projects that get started but never finished,0.751,0.798,0.739,0.628,0.756,0.704,0.753,7,0.0,0.0,1
no interest in being awake there is nothing in me that enjoys being alive if given an option would choose death,0.663,0.726,0.618,0.705,0.583,0.756,0.66,21,0.1,0.4,1
knowing you are capable of so much more but not being able to do anything about it,0.497,0.706,0.658,0.526,0.572,0.627,0.539,17,0.39999999999999997,0.5083333333333333,1
have also heard more than once stop thinking about yourself go help someone that is so annoying not helpful,0.414,0.567,0.608,0.579,0.461,0.547,0.593,19,-0.15000000000000002,0.7,1
a fake smile to make people believe that i am okay when in reality i cry myself to sleep damn near every night,0.604,0.795,0.605,0.723,0.598,0.651,0.722,23,0.1,0.5,1
me being told will grow out of it and people shaming me for not doing things boys my age do,0.639,0.883,0.635,0.634,0.691,0.651,0.624,20,0.0,0.0,1
for the souls tweeting,0.853,0.885,0.881,0.863,0.879,0.838,0.826,4,0.0,0.0,1
laying in bed at night just constantly thinking about how others are and knowing that nobody is thinking of me,0.536,0.819,0.599,0.699,0.473,0.645,0.753,20,0.0,0.3333333333333333,1
wake no stake eat no taste speak no sing smell no rose look no see touch no feel think no grasp myself no me,0.8,0.688,0.647,0.677,0.753,0.783,0.655,24,-0.3,0.95,1
today i have to buy coffee this means spending money and going outside this being a big stressor,0.81,0.868,0.817,0.738,0.68,0.732,0.706,18,0.0,0.07500000000000001,1
not showing for weeks or brushing my hair for months not wanting to do anything bc i have no motivation,0.612,0.744,0.613,0.67,0.602,0.62,0.678,20,0.0,0.0,1
feeling as if my romantic partner deserves better because my self loathing episodes are too exhausting,0.523,0.588,0.554,0.689,0.454,0.434,0.667,16,0.033333333333333326,0.5,1
missing class because i am too depressed too move or have motivation but then hating myself after,0.322,0.601,0.499,0.318,0.34,0.42,0.658,17,-0.2,0.05,1
blaming myself for everything that goes wrong,0.388,0.527,0.466,0.324,0.266,0.373,0.536,7,-0.5,0.9,1
